movie_id,title,release_date,budget,revenue,genres,production_companies,production_countries,languages,popularity,runtime,vote_average,vote_count,poster_url
63574,Joyful Noise,2012-01-13,25000000.0,31158113.0,"Comedy, Music","O.N.C. Entertainment, Alcon Entertainment, Farrell Paura Productions, Gospel Truth Pictures",United States of America,English,1.4983,117,6.437,159,https://image.tmdb.org/t/p/w500/pIgrIGFMZ7CslGPCWI7JHV3R96H.jpg
63618,The Left Hand of God,1955-09-02,1785000.0,4000000.0,"Drama, Adventure",20th Century Fox,United States of America,English,2.4058,87,6.35,40,https://image.tmdb.org/t/p/w500/cyWW2SCaCvBJfSW7gPvhy4fVtDV.jpg
63838,Sword-bearer,2006-10-12,5000000.0,3919731.0,"Action, Romance, Thriller, Science Fiction",CTB Film Company,Russia,Pусский,0.1491,108,4.881,21,https://image.tmdb.org/t/p/w500/5RdPBLyrpD18DEs9lutrknUNoH3.jpg
63898,Antidur,2007-09-06,5000000.0,1413000.0,"Action, Comedy, Crime",RWS,Russia,Pусский,0.1502,91,2.6,5,https://image.tmdb.org/t/p/w500/3w0xK5fsnNJ6UUSq93FVCN7SAoH.jpg
63943,West Is West,2010-10-19,3837625.0,3867000.0,Comedy,"BBC Film, Assassin Films, Icon Productions",United Kingdom,"English, ਪੰਜਾਬੀ",1.0806,103,6.4,42,https://image.tmdb.org/t/p/w500/aW11kwzXmrr60bZpiAZ64HJodDx.jpg
63996,Viper's Nest,2011-03-10,3500000.0,18000000.0,Drama,Independent Films,"Netherlands, France",Nederlands,0.312,105,5.96,50,https://image.tmdb.org/t/p/w500/d0RFSjjcvoMHhRBZBcGLLBHvNAL.jpg
64167,Let Him Have It,1991-10-04,3735600.0,635064.0,Drama,"Film Trustees Ltd., British Screen Productions, Canal+, Fine Line Features",United Kingdom,English,1.2002,115,6.6,45,https://image.tmdb.org/t/p/w500/cv6UNrIUrSuiBoIDRj9pqQWZwUQ.jpg
64264,Gloss,2007-08-23,2500000.0,4684165.0,"Comedy, Drama","uMedia, uFilm, Production Center of Andrei Konchalovsky, StudioCanal",Russia,Pусский,1.0343,118,5.239,23,https://image.tmdb.org/t/p/w500/AdEWBfeLnzoSmIWYehGxNb4iqwe.jpg
64328,The Muppets,2011-11-22,45000000.0,165184237.0,"Family, Comedy","Walt Disney Pictures, The Muppets Studio",United States of America,English,3.6248,103,6.684,1623,https://image.tmdb.org/t/p/w500/mOB0Hdm23NslPNDkZC9eueatW3b.jpg
64483,A Driver for Vera,2004-07-27,3300000.0,2011837.0,Drama,"Prodyuserskaya Firma Igorya Tolstunova, Channel 1+1, Channel One","Russia, Ukraine",Pусский,1.4414,105,6.2,44,https://image.tmdb.org/t/p/w500/8mDjCHnnZrFSbDXc1ogdzmMZ0h2.jpg
64526,Alex the Ram,2000-07-21,3500000.0,4775.0,"Action, Adventure, Crime",Cecchi Gori Group,No Country,No Language,2.6117,122,2.412,84,https://image.tmdb.org/t/p/w500/x90nmBGWEPu28bhSngegCzbGZJC.jpg
64586,Sleeping Beauty,2011-06-10,10000000.0,408680.0,"Drama, Romance","Fulcrum Media Finance, Screen Australia, Magic Films, Screen NSW, Deluxe Australia, Spectrum Films, Big Ears Productions",Australia,English,5.1168,102,5.348,640,https://image.tmdb.org/t/p/w500/l1Lx8iRsml1JnPBY0qgn6IN5FQg.jpg
64622,Hidden 3d,2011-04-21,8000000.0,1670477.0,"Horror, Thriller","Caramel Films, Don Carmody Productions, ReDark",No Country,No Language,1.0272,82,3.4,56,https://image.tmdb.org/t/p/w500/mVJuiBgeHygy6JLh6KVtJTdPeAH.jpg
64635,Total Recall,2012-08-02,125000000.0,198800000.0,"Action, Science Fiction, Thriller","Total Recall, Original Film, Prime Focus, Rekall Productions, Columbia Pictures","Canada, United States of America",English,10.7639,118,6.024,5634,https://image.tmdb.org/t/p/w500/hVUxVVzZ0WvvPIpKwsMPMDOQyqi.jpg
64639,Straw Dogs,2011-09-16,25000000.0,10324441.0,"Drama, Thriller","Screen Gems, Battleplan Productions",United States of America,English,2.9908,110,5.909,591,https://image.tmdb.org/t/p/w500/hSW5Msz5Cr6vUQxChPSPdxufnss.jpg
64682,The Great Gatsby,2013-05-09,105000000.0,351040419.0,"Drama, Romance","Warner Bros. Pictures, Village Roadshow Pictures, Bazmark, Red Wagon Entertainment, A+E Global Media","United States of America, Australia",English,7.9777,143,7.361,12579,https://image.tmdb.org/t/p/w500/nimh1rrDDLhgpG8XAYoUZXHYwb6.jpg
64685,Extremely Loud & Incredibly Close,2011-12-25,40000000.0,55200000.0,Drama,"Warner Bros. Pictures, Scott Rudin Productions",United States of America,English,2.7268,129,6.979,2058,https://image.tmdb.org/t/p/w500/6pszViNvKr1r31pP7gJNYDHEx5P.jpg
64686,47 Ronin,2013-12-06,175000000.0,151783839.0,"Drama, Action, Fantasy","Mid Atlantic Films, Stuber Pictures, Moving Picture Company, H2F Entertainment, Universal Pictures, Relativity Media",United States of America,"English, 日本語",5.9916,119,6.195,3965,https://image.tmdb.org/t/p/w500/xDHnmcroujCRG0ysYQaiswjbyHd.jpg
64688,21 Jump Street,2012-03-14,42000000.0,201585328.0,"Action, Comedy, Crime","Columbia Pictures, Relativity Media, Original Film, Metro-Goldwyn-Mayer, Stephen J. Cannell Productions, SJC Studios",United States of America,English,7.1566,109,6.882,10589,https://image.tmdb.org/t/p/w500/8v3Sqv9UcIUC4ebmpKWROqPBINZ.jpg
64689,Killing Them Softly,2012-07-30,15000000.0,37930465.0,"Crime, Thriller","Plan B Entertainment, Chockstone Pictures, 1984 Private Defense Contractors, Annapurna Pictures, Inferno Entertainment",United States of America,English,5.9696,97,6.025,2282,https://image.tmdb.org/t/p/w500/heaz45kpFa4Oa7iLis0OBas68ls.jpg
64690,Drive,2011-09-15,15000000.0,78100000.0,"Drama, Thriller, Crime","FilmDistrict, Bold Films, Marc Platt Productions, OddLot Entertainment, Motel Movies, Newbridge Film Capital",United States of America,English,8.5585,100,7.584,13048,https://image.tmdb.org/t/p/w500/602vevIURmpDfzbnv5Ubi6wIkQm.jpg
64720,Take Shelter,2011-09-30,5000000.0,3741098.0,"Thriller, Drama, Horror","Hydraulx, REI Capital, Grove Hill Productions, Strange Matter Films",United States of America,English,2.026,120,7.037,1851,https://image.tmdb.org/t/p/w500/dldIX0q5jewe8rSyCh8d5I1RYx3.jpg
64802,Love! Valour! Compassion!,1997-05-16,2000000.0,2900000.0,Drama,Fine Line Features,United States of America,"English, Pусский",0.6327,108,6.2,39,https://image.tmdb.org/t/p/w500/1IcLQpZZUPgevqj05xFbg40jTle.jpg
64807,Grudge Match,2013-12-25,40000000.0,44907260.0,Comedy,"Gerber Pictures, Warner Bros. Pictures, Callahan Filmworks",United States of America,English,1.1703,113,6.098,1315,https://image.tmdb.org/t/p/w500/jTq9jYTKKo6EhQPso4xTMpPYYXW.jpg
64852,London After Midnight,1927-12-03,151666.0,1000000.0,"Horror, Mystery",Metro-Goldwyn-Mayer,United States of America,English,0.7462,69,6.569,29,https://image.tmdb.org/t/p/w500/mDgG0R5XDai0960ICbk4GOMltlw.jpg
65012,This Property Is Condemned,1966-08-03,4620000.0,2600000.0,"Drama, Romance","Seven Arts Productions, Paramount Pictures",United States of America,English,2.5092,110,6.3,92,https://image.tmdb.org/t/p/w500/rWeUgrZ3YMIWfU8IGqPguWw3EyG.jpg
65055,Shark Night 3d,2011-09-02,28000000.0,10126458.0,"Thriller, Horror","Incentive Filmed Entertainment, Rogue Pictures, Relativity Media, Sierra/Affinity, Silverwood Films, Next Entertainment",United States of America,"English, Português",2.0406,91,5.064,582,https://image.tmdb.org/t/p/w500/cjfRqUXtNc2iJHfP60HTq9nFs0.jpg
65057,The Descendants,2011-09-09,20000000.0,177200000.0,"Comedy, Drama","Dune Entertainment, Fox Searchlight Pictures, Ad Hominem Enterprises",United States of America,English,2.8172,115,6.837,2896,https://image.tmdb.org/t/p/w500/8cDq5UlOPYeKm39okALCEOsZPxk.jpg
65066,Going in Style,1979-12-25,5500000.0,30000000.0,"Crime, Drama, Comedy",Warner Bros. Pictures,United States of America,English,1.4311,97,6.848,56,https://image.tmdb.org/t/p/w500/uwB9BQU2p0vcwlXTISyK6pz07lq.jpg
65086,The Woman in Black,2012-02-03,32000000.0,129000000.0,"Drama, Horror, Thriller","Hammer Film Productions, Alliance Films, Talisman Films, UK Film Council","Canada, Sweden, United Kingdom",English,5.6828,95,6.143,3539,https://image.tmdb.org/t/p/w500/nghQnDZE4EsQJ4J4zxR3UqItTpO.jpg
65104,Dust,2005-06-17,3000.0,24000.0,"Comedy, Drama, Science Fiction",Свои 2000,Russia,Pусский,0.3129,107,5.4,35,https://image.tmdb.org/t/p/w500/ntdk5QWI517djz5OU4s6q6x5PM3.jpg
65157,Cheetah,1989-08-18,5000000.0,8153677.0,"Drama, Family","Walt Disney Pictures, Silver Screen Partners III",No Country,English,1.2401,83,6.1,41,https://image.tmdb.org/t/p/w500/m4FoSWnkrBpUaUehWU12XWKRxjs.jpg
65203,The Broadway Melody,1929-02-08,379000.0,4358000.0,"Music, Romance, Drama",Metro-Goldwyn-Mayer,United States of America,English,0.911,101,5.2,153,https://image.tmdb.org/t/p/w500/giq8GJs8YGMzHxeKxNSuwzAdd1c.jpg
65212,The Silver Chalice,1954-12-20,4500000.0,3200000.0,"Drama, Romance, History","Victor Saville Productions, Warner Bros. Pictures",United States of America,English,1.9241,142,4.4,34,https://image.tmdb.org/t/p/w500/dwcpH7EX5glxxAvRmuiCVtBNBDN.jpg
65262,He Knows You're Alone,1980-08-29,300000.0,4900000.0,Horror,"Metro-Goldwyn-Mayer, Lansbury/Beruh Productions",United States of America,"English, Deutsch",0.7162,94,5.1,74,https://image.tmdb.org/t/p/w500/90rdztFCRAxQsEfy35cxH9qt3N1.jpg
65300,Endangered Species,1982-09-10,7000000.0,1480000.0,"Thriller, Drama, Mystery, Science Fiction","Metro-Goldwyn-Mayer, Alive Enterprises",United States of America,English,0.7843,97,4.913,23,https://image.tmdb.org/t/p/w500/lBmVdwGCTn9xrXwDKRkLN07nT7S.jpg
65452,Penitentiary Ii,1982-04-02,365000.0,3000000.0,"Action, Thriller, Crime, Drama","Bob-Bea Productions, Ideal Films, United Artists, Metro-Goldwyn-Mayer",United States of America,English,1.2379,108,4.3,13,https://image.tmdb.org/t/p/w500/zWutEQwpVOJQjJAmPQioJJHkFaa.jpg
65488,Raintree County,1957-12-20,5474000.0,9080000.0,"Romance, Drama, History",Metro-Goldwyn-Mayer,United States of America,English,0.9121,188,6.4,54,https://image.tmdb.org/t/p/w500/23JBLEhaOi1ltOTzFOR5r60bVn9.jpg
65521,Pyaar Ka Punchnama,2011-05-20,1400000.0,7200000.0,"Drama, Comedy, Romance",Unknown,No Country,No Language,2.8928,149,6.8,87,https://image.tmdb.org/t/p/w500/vKCuXtM3hpsm9kLu1Jlg5E79owb.jpg
65546,Grand Central Murder,1942-05-01,250000.0,515000.0,"Mystery, Crime, Comedy","Loew's Incorporated, Metro-Goldwyn-Mayer",United States of America,English,2.641,73,5.87,23,https://image.tmdb.org/t/p/w500/nGQLo19scnQAkb0XAV0aCoGUwuz.jpg
65614,Dreaming of Space,2005-06-23,2000000.0,696681.0,Drama,Studio Rock,Russia,Pусский,2.0707,90,5.167,18,https://image.tmdb.org/t/p/w500/i7HlOzXbbj7c1P9aLpZksfobZLz.jpg
65650,The Good Doctor,2011-04-23,6000000.0,5206.0,"Drama, Thriller, Mystery","Viddywell, Code Red",United States of America,"English, Español",1.5774,93,6.192,250,https://image.tmdb.org/t/p/w500/fJSdqHzpMeCkXMrILYt1SdGN2sL.jpg
65665,Farewell to Space Battleship Yamato,1978-07-14,3600000.0,43000000.0,"Animation, Science Fiction",Office Academy,No Country,No Language,1.6935,151,7.7,8,https://image.tmdb.org/t/p/w500/y2nBGv3VXcSuiB0NGbLejnpFp3t.jpg
65754,The Girl with the Dragon Tattoo,2011-12-14,90000000.0,232617430.0,"Thriller, Crime, Mystery","Columbia Pictures, Metro-Goldwyn-Mayer, Scott Rudin Productions, Yellow Bird","Norway, Sweden, United States of America",English,7.9568,158,7.376,7268,https://image.tmdb.org/t/p/w500/8bokS83zGdhaXgN9tjidUKmAftW.jpg
65759,Happy Feet Two,2011-11-17,130000000.0,150406466.0,"Animation, Comedy, Family","Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, Dr. D. Studios",Australia,English,4.7474,99,6.2,1671,https://image.tmdb.org/t/p/w500/2gWiQ4mn85jcXtREVePlVViupeV.jpg
65796,Wild Bill,1995-12-01,30000000.0,2193982.0,"Western, Action, Drama, History","United Artists, The Zanuck Company, Metro-Goldwyn-Mayer",No Country,"广州话 / 廣州話, English",1.8171,98,5.721,156,https://image.tmdb.org/t/p/w500/g5sQTDwc4BcvRCBAhnujhBPIEO1.jpg
65994,Prince Valiant,1954-04-05,2970000.0,3373.0,"Adventure, Action, Romance",20th Century Fox,United States of America,English,1.1368,100,6.0,63,https://image.tmdb.org/t/p/w500/o7q1JvtEmU46XecF9NWw7kmiswS.jpg
66034,Mad Dog Time,1996-11-08,8000000.0,107874.0,"Action, Comedy, Crime","Skylight Films, Dreyfuss / James Productions, United Artists, Metro-Goldwyn-Mayer",United States of America,English,1.1367,93,5.3,46,https://image.tmdb.org/t/p/w500/9VEmCk5wrVsW6841P28LzUh8AkU.jpg
66120,The Monk,2011-07-12,11000000.0,1809527.0,Thriller,Diaphana Films,"France, Spain",Français,0.8329,101,5.392,111,https://image.tmdb.org/t/p/w500/5H1K5L4vAre0GzsyXGsoxQImlPH.jpg
66125,Red Dog,2011-08-04,5.0,13.0,"Drama, Comedy, Family","Endymion Films, ScreenWest, Woss Group Film Productions, Screen Australia, Essential Entertainment, South Australian Film Corporation",Australia,"English, Polski",1.9436,92,7.306,416,https://image.tmdb.org/t/p/w500/cbLh0tVqjqcDnob7w79XkIQ7gGI.jpg
66150,Life in a Day,2011-01-27,45202.0,225861.0,"Documentary, Drama","Scott Free Productions, LG","United Kingdom, United States of America",English,1.1381,95,7.203,239,https://image.tmdb.org/t/p/w500/g4Kze731McN2WkcN0OLwi1CMa8u.jpg
66195,The Perfect Host,2010-07-01,500000.0,453708.0,"Comedy, Thriller, Crime",Splendid Film,United States of America,English,1.4616,93,6.4,437,https://image.tmdb.org/t/p/w500/tYqk1u5d3eARg5gV8cF4RZFZKKQ.jpg
66224,Veyyil,2006-12-22,700000.0,11000000.0,Drama,S Pictures,No Country,No Language,2.8605,145,7.2,4,https://image.tmdb.org/t/p/w500/z3NeGFnf4kQhp1Z8gK2hDxTsn8T.jpg
66473,A Damsel in Distress,1937-11-19,1035000.0,1465000.0,"Music, Comedy, Romance",RKO Radio Pictures,United States of America,English,2.3605,101,6.4,35,https://image.tmdb.org/t/p/w500/uqRcVA1JCbpPngcXu68Gzm8qR7I.jpg
66526,Mudhalvan,1999-11-07,7400000.0,22000000.0,Thriller,S Pictures,India,தமிழ்,1.6376,169,6.9,39,https://image.tmdb.org/t/p/w500/k69lNVmDJcLLJb4LBCk3L2yv4Vw.jpg
66588,A Thousand Acres,1997-09-19,28000000.0,7936780.0,"Drama, Family","Touchstone Pictures, Propaganda Films, Beacon Communications, Via Rosa Productions, Prairie Films, PolyGram Filmed Entertainment, Universal Pictures",United States of America,English,1.8176,105,5.8,75,https://image.tmdb.org/t/p/w500/p7tsW4oUi7hHbpNtFZdMQEBj42g.jpg
66634,Dingo,1991-06-02,200000.0,300000.0,"Drama, Music",Vertigo Productions,"Australia, France",English,1.3963,109,5.222,9,https://image.tmdb.org/t/p/w500/2PUNScaxHlMVXPtCyjAvTj4u6A3.jpg
66892,Tale of the Mummy,1998-08-03,8000000.0,831785.0,"Horror, Adventure, Fantasy","7th Voyage, Centurion, Cine Grande Corporation, KNB EFX Group, The Carousel Picture Company, The Pharaohs Company Ltd., Brimstone Entertainment LLC, Muraglia/Sladek Filmworks, Telepool","United Kingdom, Luxembourg, United States of America",English,1.3397,88,4.721,112,https://image.tmdb.org/t/p/w500/jXiBgoYip1FVKdcCyBDUtbCdMQS.jpg
67109,Delhi Belly,2011-07-01,4090000.0,18035000.0,"Action, Comedy","UTV Motion Pictures, Aamir Khan Productions",India,"English, हिन्दी",2.0358,102,7.065,193,https://image.tmdb.org/t/p/w500/hGmjlOFPaqwxAxR3XDvalExTlXd.jpg
67220,Hard Contract,1969-04-30,4000000.0,1750000.0,"Crime, Romance",20th Century Fox,No Country,English,1.6493,106,4.7,11,https://image.tmdb.org/t/p/w500/42hWk6uLJBWzhxudOd7pgpQ5AYV.jpg
67308,3-d Sex and Zen: Extreme Ecstasy,2011-04-14,3500000.0,10306807.0,"History, Romance, Drama","One Dollar Production Limited, Local Production, Film Workshop, Tai Seng Entertainment, Keyfilms Roma, Medusa Film, Lucky Red",Hong Kong,广州话 / 廣州話,1.6944,110,5.5,184,https://image.tmdb.org/t/p/w500/jjADiLOmCoXoVldQYrNR9bdAWA0.jpg
67660,Think Like a Man,2012-04-20,12000000.0,96070507.0,"Comedy, Romance",Rainforest Entertainment,United States of America,English,2.5017,122,6.8,858,https://image.tmdb.org/t/p/w500/kfIrKVPDzXJDBzPnFEuoatlaZPW.jpg
67675,Glee: the Concert Movie,2011-08-11,9000000.0,18663238.0,"Music, Documentary, Family","Ryan Murphy Television, 20th Century Fox, 20th Century Fox Television",United States of America,English,0.5226,84,7.3,271,https://image.tmdb.org/t/p/w500/y5NCu183zREb4XmHSB6QP3K7TH2.jpg
67696,A Warm December,1973-05-23,1641000.0,1600000.0,"Drama, Romance","First Artists, National General Pictures",United States of America,English,1.3844,101,6.4,14,https://image.tmdb.org/t/p/w500/c2tkZ0oRTUajsL0EA0NlJv30bWp.jpg
67748,Snowtown,2011-05-19,2000000.0,1349387.0,"Crime, Drama","Screen Australia, Warp Films, Carver Films",Australia,English,1.6612,120,6.32,328,https://image.tmdb.org/t/p/w500/5LW1vPLa8ueVwdOgR8w5xYkSQGv.jpg
67772,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",1982-11-12,850000.0,840000.0,Drama,"Viacom Enterprises, Sandcastle 5",United States of America,English,0.835,110,6.0,72,https://image.tmdb.org/t/p/w500/bnXigd6wq4XVfGLa67185cvXJuY.jpg
67911,Bucky Larson: Born to Be a Star,2011-09-09,10000000.0,2500000.0,Comedy,"Columbia Pictures, Miles Deep Producitons, Happy Madison Productions",United States of America,"English, Polski",0.9316,97,4.242,182,https://image.tmdb.org/t/p/w500/avCsg52549PHT5nVXIW7c3BEZ7b.jpg
67913,The Guard,2011-07-07,6000000.0,19560274.0,"Action, Comedy, Thriller, Crime","Prescience, UK Film Council, Reprisal Films, Aegis Film Fund, Element Pictures, Crescendo Productions, EDS Pictures, Fís Éireann/Screen Ireland",Ireland,"Gaeilge, English",1.9682,96,6.988,1298,https://image.tmdb.org/t/p/w500/dtQiStID0le2EMTmJXupPRybARB.jpg
68016,Aadukalam,2011-01-14,4000000.0,6000000.0,"Action, Drama, Thriller",Five Star Creations,India,தமிழ்,4.2193,160,7.684,49,https://image.tmdb.org/t/p/w500/osU8Egxu2xhS6RwkxDbfOMYjZZ2.jpg
68179,Escape from Planet Earth,2013-02-14,40000000.0,74597643.0,"Animation, Comedy, Adventure, Family, Science Fiction","The Weinstein Company, Kaleidoscope TWC, Rainmaker Entertainment, GRF Productions","Canada, United States of America",English,6.3617,89,5.743,779,https://image.tmdb.org/t/p/w500/9la0CSCJqwh6io3yk4Xv3aEZxEA.jpg
68351,Sankofa,1993-05-28,1000000.0,2691899.0,"Drama, Fantasy, History, Science Fiction","DIPROCI, Ghana National Commission on Culture, Mypheduh Films, Negod-Gwad Productions, NDR, WDR, Film4 Productions","Burkina Faso, Germany, Ghana, United Kingdom, United States of America",English,2.1652,124,5.9,12,https://image.tmdb.org/t/p/w500/t5PTcnhZgHzL7HUZKQP95UQDD5o.jpg
68427,Daughters of the Dust,1991-01-24,800000.0,1642436.0,"Drama, Romance","WMG Film, American Playhouse, Geechee Girls","United Kingdom, United States of America",English,1.0218,112,6.462,53,https://image.tmdb.org/t/p/w500/sk5qednzLeDZMIhto6Oa9QFKOon.jpg
68430,Paradise,1991-09-18,34000000.0,18634643.0,Drama,"Touchstone Pictures, Grand Highway Productions, Interscope Communications, Touchwood Pacific Partners 1",United States of America,English,0.8228,111,6.2,57,https://image.tmdb.org/t/p/w500/yZ5va4MN4AMNhkRM0bl7VuvZjpE.jpg
68718,Django Unchained,2012-12-25,100000000.0,425368238.0,"Drama, Western","The Weinstein Company, Columbia Pictures",United States of America,"English, Français, Deutsch",16.8668,165,8.184,27025,https://image.tmdb.org/t/p/w500/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg
68721,Iron Man 3,2013-04-18,200000000.0,1215577205.0,"Action, Adventure, Science Fiction",Marvel Studios,"China, United States of America",English,14.6624,130,6.929,22787,https://image.tmdb.org/t/p/w500/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg
68722,The Master,2012-09-14,32000000.0,28258060.0,Drama,"Annapurna Pictures, Ghoulardi Film Company, JoAnne Sellar Productions",United States of America,English,4.3442,137,7.114,3091,https://image.tmdb.org/t/p/w500/jjVGdNt4fYb3T2hjISGZ2qnCuaV.jpg
68724,Elysium,2013-08-07,115000000.0,286140700.0,"Science Fiction, Action, Drama, Thriller","TriStar Pictures, MRC, QED International, Alphacore, Genre Films",United States of America,English,9.7554,109,6.511,9168,https://image.tmdb.org/t/p/w500/uiiXHBd9oUrtUa4YqZiAoy05cRz.jpg
68726,Pacific Rim,2013-07-11,180000000.0,411000000.0,"Action, Science Fiction, Adventure","Double Dare You, Legendary Pictures","United States of America, Canada",English,14.1319,131,6.911,12858,https://image.tmdb.org/t/p/w500/mmznhaQDwlHWpUwKuNxtQiubbmM.jpg
68727,Trance,2013-03-27,20000000.0,24300000.0,"Thriller, Crime, Drama, Mystery","Pathé, Decibel Films, Film4 Productions, Cloud Eight Films, Fox Searchlight Pictures, TSG Entertainment, Firstep, Indian Paintbrush","United Kingdom, France","English, Français",2.0144,101,6.623,2244,https://image.tmdb.org/t/p/w500/3MVYuyVknNA9yC0Gy6z3zDAiWfX.jpg
68728,Oz the Great and Powerful,2013-03-07,200000000.0,491868548.0,"Fantasy, Adventure, Family","Roth Films, Curtis-Donen Productions, Walt Disney Pictures",United States of America,English,8.0808,130,5.928,6638,https://image.tmdb.org/t/p/w500/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg
68730,Silence,2016-12-23,46000000.0,23834809.0,"Drama, History","Waypoint Entertainment, Cappa Defina Productions, CatchPlay, Fábrica de Cine, SharpSword Films, Sikelia Productions, EFO Films","Mexico, Taiwan, United States of America","日本語, English",10.0084,161,7.128,3151,https://image.tmdb.org/t/p/w500/wO8XKAt3JUpdij27gIq6Maq4JMp.jpg
68734,Argo,2012-10-11,44500000.0,232300000.0,"Drama, Thriller","GK Films, Warner Bros. Pictures, Smokehouse Pictures",United States of America,"English, فارسی",6.5637,120,7.281,8579,https://image.tmdb.org/t/p/w500/m5gPWFZFIp4UJFABgWyLkbXv8GX.jpg
68735,Warcraft,2016-05-25,160000000.0,433677183.0,"Action, Adventure, Fantasy","Legendary Pictures, Atlas Entertainment, Blizzard Entertainment, Tencent Pictures, Huayi Brothers Pictures, Taihe Entertainment, China Film Group Corporation, Media Corporation, Taurus Film, Universal Pictures","Canada, China, Japan, United States of America",English,9.9462,123,6.388,7004,https://image.tmdb.org/t/p/w500/nZIIOs06YigBnvmlJ2hxZeA8eTO.jpg
68737,Seventh Son,2014-12-12,95000000.0,114178613.0,"Adventure, Fantasy","Legendary Pictures, Thunder Road, Moving Picture Company, Pendle Mountain Productions, China Film Group Corporation, Wigram Productions, Outlaw Sinema","China, Canada, United States of America, United Kingdom",English,6.4116,102,5.518,2550,https://image.tmdb.org/t/p/w500/7Q8DfXSjcFSSQDOxz1Sk865wNqI.jpg
68812,The Iceman,2012-09-01,20000000.0,1969193.0,"Thriller, Crime, Drama","Bleiberg Entertainment, Millennium Media",United States of America,English,3.0079,105,6.557,1067,https://image.tmdb.org/t/p/w500/56KPE9tPYh2WBdnUMq9EIOwEXGQ.jpg
68817,Footloose,2011-10-06,24000000.0,63543328.0,"Drama, Music, Romance","Weston Pictures, Dylan Sellers Productions, Zadan / Meron Productions",United States of America,English,5.8086,113,6.601,1679,https://image.tmdb.org/t/p/w500/cDUW5RWmyHcTxu7eg9eMqhBQy2J.jpg
68924,The Ice Storm,1997-09-27,18000000.0,8038061.0,Drama,"Canal+ Droits Audiovisuels, Fox Searchlight Pictures, Good Machine","France, United States of America",English,3.8514,112,6.9,695,https://image.tmdb.org/t/p/w500/3a6uLta7K8Dzojps4RoJAPHD0km.jpg
69204,Coney Island,1943-06-18,1620000.0,3305000.0,"Comedy, Music",20th Century Fox,United States of America,English,1.7533,96,6.111,9,https://image.tmdb.org/t/p/w500/4AnCF6htFM5DmUDbnEn9GDUpxod.jpg
69342,The Dark Backward,1991-07-26,2000000.0,28654.0,Comedy,Unknown,United States of America,English,1.0754,101,5.6,38,https://image.tmdb.org/t/p/w500/zF5tYnF62hfsZiKXHuACrAHfQE7.jpg
69399,Citizen,2001-06-08,500000.0,500000.0,"Drama, Action, Crime",Nic Arts,India,தமிழ்,4.4796,157,6.341,22,https://image.tmdb.org/t/p/w500/A7OYNRIbsDA91PIE3EgzfyA1Swb.jpg
69401,Dheena,2001-01-14,500000.0,500000.0,"Action, Drama",Vijayam Cine Combines,India,தமிழ்,1.9572,157,5.8,20,https://image.tmdb.org/t/p/w500/mL8HvuTOo4SNGkUOjUVATqP4HB4.jpg
69407,Varalaru,2006-10-20,500000.0,500000.0,Drama,Nic Arts,India,தமிழ்,2.4616,166,6.263,19,https://image.tmdb.org/t/p/w500/t7dz2gl0LyJdnUU6sV4TMFO0vDd.jpg
69422,Aasai,1995-09-25,500000.0,500000.0,"Romance, Thriller",Aalayam Productions,India,தமிழ்,3.5449,157,6.3,12,https://image.tmdb.org/t/p/w500/baIB9Ufp9xsn8Op6mWt47XMw9vh.jpg
69423,Kadhal Kottai,1996-07-12,500000.0,500000.0,"Romance, Drama",Sivasakthi Movie Makers,India,தமிழ்,5.9807,167,7.4,7,https://image.tmdb.org/t/p/w500/eUOkKAbc8hAiTWoLxaoDWRMWnKC.jpg
69426,Kandukondain Kandukondain,2000-05-05,500000.0,500000.0,"Drama, Romance",V Creations,India,"English, தமிழ், తెలుగు",3.9287,157,6.9,34,https://image.tmdb.org/t/p/w500/d0b1wKmtYHnrUymvwTlQFtUUuhX.jpg
69427,Amarkalam,1999-08-25,500000.0,500000.0,"Action, Romance, Drama",Venkateswaralayam,India,தமிழ்,3.7305,157,6.6,14,https://image.tmdb.org/t/p/w500/m811mOJFIGSmf2vGbPRhwhgngaZ.jpg
69428,Vaali,1999-05-01,500000.0,500000.0,"Romance, Thriller",Nic Arts,India,தமிழ்,5.4454,158,6.9,24,https://image.tmdb.org/t/p/w500/gHu0yg869aw51CZXEVAW8P3N0dz.jpg
69516,Polladhavan,2007-11-08,1600000.0,7600000.0,"Action, Drama",Group Company,No Country,No Language,1.6325,150,7.231,26,https://image.tmdb.org/t/p/w500/amHEVzgBKDnlNzxArcOpbvqVDrY.jpg
69520,Pudhupettai,2006-05-26,3400000.0,5000000.0,"Action, Drama, Crime",Lakshmi Movie Makers,India,தமிழ்,2.2977,179,7.645,38,https://image.tmdb.org/t/p/w500/tDHgRk7Q0YjpXennMPUXpZrB1gQ.jpg
69605,Written on the Wind,1956-10-04,1300000.0,4300000.0,"Drama, Romance",Universal Pictures,United States of America,English,1.2135,99,7.0,248,https://image.tmdb.org/t/p/w500/paeBU70fHsFAOooWM5V35q562f2.jpg
